ID	G45047	G45048	G45049	G45050	G45051	G45052	G45053	G45054	G45055	G45056	G45057	G45058	G45059	G45060	G45061	G45062	G45063	G45064	G45065	G45066	G45067	G45068	G45069	G45070	G45071	G45072	G45073	G45074	G45075	G45076	G45077	G45078	G45079	G45080	G45081	G45082	G45083	G45084	G45085	G45086	G45087	G45088	G45089	G45090	G45091	G45092	G45093	G45094	G45095	G45096	G45097	G45098	G45099	G45100	G45101	G45102	G45103	G45104	G45105	G45106	G45107	G45108	G45109	G45110	G45111	G45112	G45113	G45114	G45115	G45116	G45117	G45118	G45119	G45120	G45121	G45122	G45123	G45124	G45125	G45126	G45223	G45225	G45226	G45227	G45228	G45229	G45230	G45231	G45235	G45236	G45237	G45238	G45239	G45240	G45241	G45242	G45243	G45244	G45245	G45246	G45247	G45248	G45249	G45250	G45251	G45252	G45253	G45254	G45255	G45256	G45257	G45258	G45259	G45260	G45261	G45262	G45263	G45264	G45265	G45266	G45267	G45268	G45269	G45270	G45271	G45272
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	14694	14569	67397	0.0	28182	19149	27381	23171	0.0	972	19877	0.0	135365	64893	35217	0.0	0.0	0.0	0.0	0.0	33513	29092	0.0	31916	0.0	0.0	52064	0.0	42329	16978	12245	0.0	8321	0.0	6704	2659	2062	0.0	5221	3498	75933	3209	4145	6149	11184	6688	0.0	14678	17792	10939	0.0	392	5346	0.0	0.0	64	1926	143264	850729	504742	263106	307541	38603	0.0	0.0	0.0	0.0	0.0	28706	74958	0.0	0.0	0.0	0.0	78054	209269	85685	107621	21540	18787	13375	0.0	7285	22473	67571	2860	7004	8127	279801	0.0	67460	16913	0.0	1911	8520	9966	287727	103649	63257	306405	0.0	0.0	35312	7792	0.0	6976	396	47267	200892	838259	124043	57210	19578	33023	21027	26576	0.0	0.0	28808	33231	1585	3995	4680	20317	29417	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname	2109	3465	14385	0.0	0.0	18496	26944	12693	0.0	0.0	12183	0.0	87207	40651	21223	0.0	0.0	0.0	0.0	0.0	18967	14930	0.0	667	0.0	0.0	0.0	0.0	1095	0.0	130	0.0	0.0	0.0	2184	0.0	0.0	0.0	2558	0.0	13401	1536	1962	4014	4127	3712	0.0	11073	7894	6012	0.0	31	3147	0.0	0.0	0.0	421	0.0	0.0	0.0	0.0	0.0	18045	0.0	0.0	0.0	0.0	0.0	28542	50532	0.0	0.0	0.0	0.0	0.0	0.0	14955	0.0	10343	0.0	0.0	0.0	0.0	11852	0.0	184	332	0.0	0.0	0.0	2580	1211	0.0	0.0	0.0	0.0	0.0	0.0	2689	0.0	0.0	0.0	25673	6375	0.0	0.0	0.0	3137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname	2158	3546	14719	0.0	0.0	18926	27570	12988	0.0	0.0	12466	0.0	89234	41596	21716	0.0	0.0	0.0	0.0	0.0	19408	15277	0.0	683	0.0	0.0	0.0	0.0	1120	0.0	133	0.0	0.0	0.0	2235	0.0	0.0	0.0	2617	0.0	13713	1572	2008	4107	4223	3798	0.0	11331	8078	6152	0.0	32	3220	0.0	0.0	0.0	431	0.0	0.0	0.0	0.0	0.0	18464	0.0	0.0	0.0	0.0	0.0	29205	51706	0.0	0.0	0.0	0.0	0.0	0.0	15302	0.0	10583	0.0	0.0	0.0	0.0	12127	0.0	188	340	0.0	0.0	0.0	2640	1239	0.0	0.0	0.0	0.0	0.0	0.0	2751	0.0	0.0	0.0	26269	6523	0.0	0.0	0.0	3210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname|s__Burkholderiales_bacterium_1_1_47	1388	2281	9469	0.0	0.0	12175	17736	8355	0.0	0.0	8019	0.0	57405	26759	13970	0.0	0.0	0.0	0.0	0.0	12485	9828	0.0	439	0.0	0.0	0.0	0.0	721	0.0	85	0.0	0.0	0.0	1438	0.0	0.0	0.0	1684	0.0	8822	1011	1292	2642	2716	2444	0.0	7289	5196	3957	0.0	20	2072	0.0	0.0	0.0	277	0.0	0.0	0.0	0.0	0.0	11878	0.0	0.0	0.0	0.0	0.0	18788	33263	0.0	0.0	0.0	0.0	0.0	0.0	9844	0.0	6808	0.0	0.0	0.0	0.0	7801	0.0	121	219	0.0	0.0	0.0	1698	797	0.0	0.0	0.0	0.0	0.0	0.0	1770	0.0	0.0	0.0	16899	4196	0.0	0.0	0.0	2065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname|s__Burkholderiales_bacterium_1_1_47|t__GCF_000144975	1388	2281	9469	0.0	0.0	12175	17736	8355	0.0	0.0	8019	0.0	57405	26759	13970	0.0	0.0	0.0	0.0	0.0	12485	9828	0.0	439	0.0	0.0	0.0	0.0	721	0.0	85	0.0	0.0	0.0	1438	0.0	0.0	0.0	1684	0.0	8822	1011	1292	2642	2716	2444	0.0	7289	5196	3957	0.0	20	2072	0.0	0.0	0.0	277	0.0	0.0	0.0	0.0	0.0	11878	0.0	0.0	0.0	0.0	0.0	18788	33263	0.0	0.0	0.0	0.0	0.0	0.0	9844	0.0	6808	0.0	0.0	0.0	0.0	7801	0.0	121	219	0.0	0.0	0.0	1698	797	0.0	0.0	0.0	0.0	0.0	0.0	1770	0.0	0.0	0.0	16899	4196	0.0	0.0	0.0	2065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	8605	7601	36277	0.0	19244	544	443	7223	0.0	0.0	5319	0.0	33351	16771	9669	0.0	0.0	0.0	0.0	0.0	10034	9750	0.0	21342	0.0	0.0	35552	0.0	28163	11594	8274	0.0	5682	0.0	3098	1816	1408	0.0	1832	2388	42772	1151	1501	1479	4841	2052	0.0	2521	6801	3397	0.0	246	1518	0.0	0.0	44	1030	97829	580929	344668	179665	210008	14135	0.0	0.0	0.0	0.0	0.0	264	16950	0.0	0.0	0.0	0.0	53300	142901	48379	73490	7701	12829	9134	0.0	4974	7317	46141	1829	4557	5549	191065	0.0	44318	10729	0.0	1305	5818	6805	196477	70777	41374	209232	0.0	0.0	6719	1002	0.0	4764	270	30151	137181	572414	84704	39067	13369	22550	14359	18148	0.0	0.0	19672	22692	1082	2728	3196	13874	20087	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	1656	7875	37582	0.0	464	564	448	7483	0.0	0.0	5510	0.0	34550	17374	10017	0.0	0.0	0.0	0.0	0.0	10395	10101	0.0	360	0.0	0.0	0.0	0.0	491	0.0	0.0	0.0	0.0	0.0	2092	0.0	0.0	0.0	1898	2474	44310	1192	1555	1533	5015	2126	0.0	2611	7045	3519	0.0	255	1573	0.0	0.0	46	1067	0.0	0.0	0.0	0.0	0.0	14644	0.0	0.0	0.0	0.0	0.0	274	17559	0.0	0.0	0.0	0.0	24	0.0	50119	291	7978	0.0	0.0	0.0	0.0	7580	0.0	0.0	4721	0.0	2824	0.0	0.0	11114	0.0	0.0	0.0	0.0	0.0	0.0	42862	1533	0.0	0.0	6961	1038	0.0	0.0	0.0	31236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis	1656	7875	37582	0.0	464	564	448	7483	0.0	0.0	5510	0.0	34550	17374	10017	0.0	0.0	0.0	0.0	0.0	10395	10101	0.0	360	0.0	0.0	0.0	0.0	491	0.0	0.0	0.0	0.0	0.0	2092	0.0	0.0	0.0	1898	2474	44310	1192	1555	1533	5015	2126	0.0	2611	7045	3519	0.0	255	1573	0.0	0.0	46	1067	0.0	0.0	0.0	0.0	0.0	14644	0.0	0.0	0.0	0.0	0.0	274	17559	0.0	0.0	0.0	0.0	24	0.0	50119	291	7978	0.0	0.0	0.0	0.0	7580	0.0	0.0	4721	0.0	2824	0.0	0.0	11114	0.0	0.0	0.0	0.0	0.0	0.0	42862	1533	0.0	0.0	6961	1038	0.0	0.0	0.0	31236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis|t__GCF_000205025	1656	7875	37582	0.0	464	564	448	7483	0.0	0.0	5510	0.0	34550	17374	10017	0.0	0.0	0.0	0.0	0.0	10395	10101	0.0	360	0.0	0.0	0.0	0.0	491	0.0	0.0	0.0	0.0	0.0	2092	0.0	0.0	0.0	1898	2474	44310	1192	1555	1533	5015	2126	0.0	2611	7045	3519	0.0	255	1573	0.0	0.0	46	1067	0.0	0.0	0.0	0.0	0.0	14644	0.0	0.0	0.0	0.0	0.0	274	17559	0.0	0.0	0.0	0.0	24	0.0	50119	291	7978	0.0	0.0	0.0	0.0	7580	0.0	0.0	4721	0.0	2824	0.0	0.0	11114	0.0	0.0	0.0	0.0	0.0	0.0	42862	1533	0.0	0.0	6961	1038	0.0	0.0	0.0	31236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94310	560033	332271	173202	202454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49507	0.0	0.0	70576	0.0	0.0	7901	0.0	4795	0.0	0.0	0.0	0.0	0.0	181564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	189410	68232	0.0	200280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	132247	551824	81657	0.0	0.0	7663	5884	5984	0.0	0.0	0.0	8980	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	7006	0.0	0.0	0.0	18796	0.0	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20995	0.0	0.0	35552	0.0	27689	11594	8274	0.0	5682	0.0	1079	1816	1408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1922	142901	0.0	0.0	0.0	12829	937	0.0	0.0	0.0	46141	1829	0.0	5549	0.0	0.0	44318	0.0	0.0	1305	5818	6805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4764	270	0.0	0.0	0.0	0.0	39067	13369	14601	8255	11940	0.0	0.0	19672	13377	1082	2728	3196	13874	20087	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103550	614899	364823	190171	222288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54358	0.0	0.0	77490	0.0	0.0	8676	0.0	5265	0.0	0.0	0.0	0.0	0.0	199352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	207966	74916	0.0	219901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	145203	605886	89657	0.0	0.0	8414	6461	6571	0.0	0.0	0.0	9860	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis|t__GCF_000186505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74678	67073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis|t__GCF_000297775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51214	0.0	0.0	73008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	136804	570842	84471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis|t__GCF_000411515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98444	630248	373691	193837	226632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis|t__Sutterella_wadsworthensis_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8239	4711	3026	2503	2870	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8676	0.0	5265	0.0	0.0	0.0	0.0	0.0	199352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9477	0.0	219901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8414	6461	6571	0.0	0.0	0.0	9860	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	3476	50512	74412	125799	22389	24644	33144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14602	0.0	39742	30669	90129	48913	69626	0.0	10599	0.0	0.0	0.0	4856	40440	5620	4058	0.0	0.0	0.0	61301	0.0	0.0	0.0	50567	0.0	0.0	0.0	0.0	0.0	16502	5389	0.0	0.0	0.0	22450	0.0	914	0.0	0.0	0.0	0.0	0.0	33267	59350	80731	0.0	104464	0.0	0.0	0.0	0.0	0.0	0.0	85479	64296	0.0	0.0	0.0	0.0	26182	0.0	45784	22235	0.0	28135	0.0	0.0	427	0.0	0.0	3969	3998	133031	62106	0.0	68637	41623	0.0	955	0.0	0.0	69246	0.0	32296	106257	4564	27849	0.0	11688	0.0	14341	34859	54944	0.0	0.0	0.0	0.0	63713	3112	6768	6323	0.0	0.0	122886	16631	51308	33030	65491	58878	95751	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2867	41660	61371	103753	18465	20325	27335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12043	0.0	32777	25294	74333	40341	57424	0.0	8742	0.0	0.0	0.0	4005	33353	4635	3347	0.0	0.0	0.0	50558	0.0	0.0	0.0	41705	0.0	0.0	0.0	0.0	0.0	13610	4444	0.0	0.0	0.0	18516	0.0	754	0.0	0.0	0.0	0.0	0.0	27437	48948	66582	0.0	86156	0.0	0.0	0.0	0.0	0.0	0.0	70498	53028	0.0	0.0	0.0	0.0	21594	0.0	37760	18338	0.0	23204	0.0	0.0	352	0.0	0.0	3273	3297	109716	51222	0.0	56608	34329	0.0	788	0.0	0.0	57110	0.0	26636	87635	3764	22968	0.0	9640	0.0	11828	28750	45315	0.0	0.0	0.0	0.0	52547	2566	5582	5215	0.0	0.0	101350	13716	42316	27241	54013	48560	78970	0.0
